HoCoNum,HoCoName,ProvName,DBAName,StateFIPS,Pop_Served
130095,Baraga Telephone Company,Baraga Telephone Company,up.net,26,14811
190429,Barbourville Utility Commission,Barbourville Utility Commission,Barbourville Online,21,8527
130097,Barry County Services Company,Barry County Telephone Company,Barry County Telephone Company,26,18589
130097,Barry County Services Company,Barry County Telephone Company,Message Express Internet,26,56972
130098,Bascom Mutual Telephone Company,Bascom Long Distance,BrightWireless,39,71871
130098,Bascom Mutual Telephone Company,Bascom Mutual Telephone Company,BTC Multimedia,39,7685
150216,"Basin 2 Way Radio, Inc.","Basin 2 Way Radio, Inc.",Basin 2 Way,48,33297
150216,"Basin 2 Way Radio, Inc.","Basin Broadband, Inc.","Basin Broadband, Inc.",48,258175
230070,Batesville Computing,Batesville Computing,Batesville Computing,05,20086
900546,Bay Country Communications Inc,Bay Country Communications Inc,Bay Country Communications Inc,24,24136
900028,"Bayland Communications, Inc.","Bayland Communications, Inc.","Bayland Communications, Inc.",55,7938
900336,"Bayland Telephone, Inc. ","Bayland Telephone, Inc.","Bayland Telephone, Inc.",55,5904
220008,Bayou Cable Inc.,Bayou Cable Inc.,Bayou Cable Inc,22,3904
220008,Bayou Cable Inc.,"Bayou Cable, Inc.","Bayou Cable, Inc.",05,674
900570,Bay's Internet,Bay's Internet,Bay's Internet,29,44737
130103,"BeamSpeed, LLC",BeamSpeed LLC,BeamSpeed LLC,04,184100
900083,Beasley Wireless,Beasley Wireless,Beasley Wireless,47,21930
130104,Beaver Creek Cooperative Telephone Company,Beaver Creek Telephone Company,Beaver Creek Telephone Company,41,21239
190046,Beaver Valley Cable Company,Beaver Valley Cable Co Inc.,Beaver Valley Cable,42,20705
130105,"Bee Creek Communications, Inc.","Bee Creek Communications, Inc.","Bee Creek Communications, Inc.",48,93426
130106,Beehive Telephone Companies,Beehive Telephone Co.,Beehive Telephone,49,15914
130106,Beehive Telephone Companies,"Wireless Beehive, LLC","Beehive Telephone Co., Inc.",32,41
900904,Beeline Digital,Beeline Digital,Beeline Digital,49,116124
190047,"Bee Line, Inc.",Bee Line Inc.,"Bee Line, Inc.",23,30437
130107,"Beggs Telephone Company, Inc.","Beggs Telephone Company, Inc.","Beggs Telephone Company, Inc.",40,5412
130108,BEK Communications Cooperative,BEK Communications Cooperative,BEK Communications Cooperative,38,18195
900741,"Believe Wireless, LLC","Believe Wireless, LLC",Believe Wireless Broadband,24,1826357
902012,Be Line Wireless,Be Line Wireless,Be Line Wireless,19,6187
150221,"Benchmark Communications, LLC","Bellaire Television Cable Co, Inc.","Bellaire Television Cable Co, Inc.",39,4874
130113,"Bend Cable Communications, LLC","Bend Cable Communications, LLC",BendBroadband,41,213506
130112,Ben Lomand,"Ben Lomand Communications, LLC",Ben Lomand,47,33479
130112,Ben Lomand,"Ben Lomand; Volunteer First Services, LLC","Ben Lomand Rural Telephone Coop., Inc.",47,95004
900494,Benson Tel Service Inc.,Benson Tel Service Inc.,Btsskynet.net,20,30779
130115,Benton Cooperative Telephone Company,"Benton Cablevision, Inc.","Benton Cablevision, Inc.",27,6403
130115,Benton Cooperative Telephone Company,Benton Cooperative Telephone Company,Benton Cooperative Telephone Company,27,22410
130115,Benton Cooperative Telephone Company,Local Access Network LLC,Milaca Local Link,27,3163
130116,Benton Ridge Telephone Company,Benton Ridge Telephone Company,Bright Net BRT,39,1291
130116,Benton Ridge Telephone Company,Benton Ridge Telephone Company,W.A.T.C.H. TV,39,630798
130116,Benton Ridge Telephone Company,WATCH Communications,WATCH Communications,18,137753
190419,Benton Rural Electric Association,Benton Rural Electric Association,Benton REA PowerNET,53,130877
130118,Beresford Municipal Telephone Company,Beresford Municipal Telephone,Beresford Municipal Telephone,46,2084
130119,Bergen Telephone Company,Bergen Telephone Company,Bergen Telephone Company,17,383
130119,Bergen Telephone Company,Bergen Telephone Company,Bergen Telephone Company,55,578
900337,Berkshire Cable Corp.,Berkshire Cable Corp.,FairPoint Communications,36,9641
130120,"Bernard Telephone Company, Inc.",Bernard Telephone,Bernard Telephone,19,36975
900572,"Bertram Communications, LLC","Bertram Communications, LLC","Bertram Communications, LLC",55,836867
900038,"Beulahland Communications, Inc.","Beulahland Communications, Inc.","Beulahland Communications, Inc.",08,156982
130122,Biddeford Internet Corporation,Biddeford Internet Corporation,N-A,33,5006
130122,Biddeford Internet Corporation,GWI (Biddeford Internet Corporation),Biddeford Internet Corporation,23,679259
901005,"Big Bay Broadband, Inc.","Big Bay Broadband, Inc.","Big Bay Broadband, Inc.",26,461
130123,"Big Bend Telephone Co., Inc.","Big Bend Telephone Company, Inc.",Big Bend Telephone Company,48,30640
130124,"Big River Telephone, LLC","Big River Telephone Company, LLC","Big River Telephone, LLC",29,228922
240008,Big Sandy Broadband Inc.,Big Sandy Broadband,"Big Sandy Broadband, Inc.",21,10017
130126,"Bijou Telephone Co-Op Association, Inc.","Bijou Telephone Co-op Association, Inc.","Bijou Telephone Cooperative Association, Inc.",08,15893
900409,BitSmart,BitSmart,BitSmart,16,127482
900742,"BitWind Communications, LLC","BitWind Communications, LLC",BitWind Communications,19,9725
900905,"Bitwise Wireless, LLC","Bitwise Wireless, LLC","Bitwise Wireless, LLC",26,57297
130130,Bixby Telephone Company,Bixby Telephone Company,BTC Broadband,40,31263
130130,Bixby Telephone Company,BTC Broadband,BTC Broadband,40,1156
130132,"Blackfoot Telephone Cooperative, Inc.","Blackfoot Communications, Inc.","Blackfoot Telephone Cooperative, Inc.",30,19744
130132,"Blackfoot Telephone Cooperative, Inc.","Blackfoot Telephone Cooperative, Inc.","Blackfoot Telephone Cooperative, Inc.",30,28014
130133,Blanca Telephone Company-Jade Communications LLC,Blanca Telephone Company,Blanca Telephone Company,08,1897
130133,Blanca Telephone Company-Jade Communications LLC,"Jade Communications, LLC","Jade Communications, LLC",08,40911
130134,"Blanchard Telephone Association, Inc.",Blanchard Telephone Company,Blanchard Telephone Company,26,4011
130136,Bledsoe Telephone Cooperative Inc.,Bledsoe Telephone Cooperative,Bledsoe Telephone Cooperative,47,25635
200006,"Blip Networks, LLC","BLIP Networks, LLC",BLIP Networks,17,42078
130137,"Block Communications, Inc.","Block Communications, Inc.",Buckeye CableSystem,39,463476
130137,"Block Communications, Inc.","Buckeye Cablevision, Inc.",Buckeye CableSystem,26,38299
130137,"Block Communications, Inc.","Erie County Cablevision, Inc.",Buckeye CableSystem,39,54545
130138,Bloomer Telephone Company,Bloomer Telephone Company,Bloomer Telephone Company,55,6834
130139,Bloomingdale Home Telephone Company,Bloomingdale Home Telephone Company,Bloomingdale Home Telephone Company,18,1357
130140,"Bloomingdale Telephone Company, Inc.","Bloomingdale Telephone Company, Inc.","Bloomingdale Communications, Inc.",26,7637
130140,"Bloomingdale Telephone Company, Inc.","Bloomingdale Telephone Company, Inc.","Southwest Michigan Communications, Inc.",26,11428
900743,Bloosurf,Bloosurf,Bloosurf,24,67666
130141,"Blossom Telephone Co., Inc.","Blossom Telephone Company, Inc.",Blossom Telephone,48,3876
250020,BlountBroadband LLC,BlountBroadband LLC,BlountBroadband LLC,01,91624
900575,Blount Wireless,Blount Wireless,Blount Wireless,01,6236
901008,BluegrassNet,BluegrassNet,BluegrassNet,21,239042
900405,Bluegrass Wireless LLC,Bluegrass Wireless LLC,Bluegrass Cellular,21,96011
901006,Blue Mountain Cable Co.,Blue Mountain Cable Co.,Blue Mountain Cable,41,2039
901007,"Blue One Communications, Inc.","Blue One Communications, Inc.","Blue One Communications, Inc.",21,343341
901009,"Blueprint America, Inc.","Blueprint America, Inc.","Xtratyme Technologies, Inc.",27,325266
902093,Blue Ride Internetworks,Blue Ride Internetworks,Blue Ride Internetworks,51,4069
190056,"Blueriver Communications, Inc.",Blueriver Networking Services,Blueriver Networking Services,18,82500
902041,Blue Sky Broadband,Blue Sky Broadband,Blue Sky Broadband,27,138185
900049,BlueSky Communications,"American Samoa License, Inc",Bluesky Communications,60,44079
130144,"Blue Valley Tele-Communications, Inc.","Blue Valley Telecommunications, Inc.","Blue Valley Telecommunications, Inc.",31,93
130144,"Blue Valley Tele-Communications, Inc.","Blue Valley Tele-Communications, Inc.","Blue Valley Tele-Communications, Inc.",20,17611
902027,Blue Zoom Inc.,Blue Zoom Inc.,Blue Zoom Wifi,21,16817
902060,BluSky Wireless,BluSky Wireless,BluSky Wireless,39,25487
900544,BM Service Corp.,BM Service Corp.,Rock Solid Internet & Telephone,48,1075827
900497,"Boardman River Communications, LLC","ATI Networks, Inc.","Boardman River Communications, LLC",26,38387
900497,"Boardman River Communications, LLC","Boardman River Communications, LLC","ATI Networks, Inc.",26,1502
190058,"Board of Water, Light & Sinking Fund Commissioners",Dalton Utilities,Dalton Utilities,13,88189
240009,Bolt Internet,Bolt Internet,Bolt Internet,04,93594
140016,"Border to Border Communications, Inc.","Border to Border Communications, Inc.","Border to Border Communications, Inc.",48,14287
900528,Borealis Broadband,Borealis Broadband Inc.,Borealis Broadband Inc.,02,151468
900088,Borough of Kutztown,Borough of Kutztown,Hometown Utili-com,42,10561
900906,Bowling Green Municipal Utilities,Bowling Green Municipal Utilities,BGMU,21,60831
190059,"Boycom Cablevision, Inc.-Partel Broadband Telecommunications, Inc.","Boycom Cablevision, Inc.","Boycom Cablevision, Inc.",29,11683
130148,"BPM, Inc.ÿ",Noxapater Telephone Company,Noxapater Telephone Company,28,3284
900474,"Bradco Wisp, Inc.","Bradco Wisp, Inc.","Bradco Wisp, Inc.",27,22543
900469,Brainstorm Internet,Brainstorm Internet,Brainstorm Internet,08,145948
130149,Braintree Electric Light Department,Braintree Electric Light Department,BELD Broadband,25,35757
130146,Brandenburg Cellular Corporation,"Bluegrass Cellular, Inc.",Bluegrass Cellular,21,376514
130146,Brandenburg Cellular Corporation,Kentucky RSA #3 Cellular General Partnership,Bluegrass Cellular,21,285265
130150,Brandenburg Communications Corp.,Brandenburg Telecom LLC,Brandenburg Telecom LLC,21,112421
130150,Brandenburg Communications Corp.,Brandenburg Telephone Company,Brandenburg Telephone Company,21,65645
130151,"Brantley Telephone Company, Inc.","Brantley Telephone, Inc.","Brantley Telephone, Inc.",13,18121
130152,Brazoria Telephone Company,Brazoria Telephone Company,Brazoria Telephone Company,48,15176
130153,"Brazos Telephone Cooperative, Inc.","North Texas Cellular, Inc.",Brazos Internet,48,9199
130154,Breda Telephone Corp.,"BTC, Inc.",Western Iowa Networks,19,19804
220007,BreezeAir Networks LLC,BreezeAir.net,BreezeAir.net,47,60740
200007,"Bridgeband Communications, Inc.","Bridgeband Communications, Inc.","Bridgeband Communications, Inc.",30,198142
130159,"Bright House Networks, LLC",Brighthouse Networks,Brighthouse Networks,18,701118
130159,"Bright House Networks, LLC",Bright House Networks,Bright House Networks,01,399804
130159,"Bright House Networks, LLC","Bright House Networks, LLC",Bright House Networks,06,382863
130159,"Bright House Networks, LLC","Bright House Networks, LLC",Bright House Networks,12,7244522
130159,"Bright House Networks, LLC","Bright House Networks, LLC",Bright House Networks,26,293978
130159,"Bright House Networks, LLC","Bright House Networks, LLC","Bright House Networks, LLC",13,817
130160,Bristol Bay Telephone Cooperative,"Bristol Bay Telephone Cooperative, Inc.","Bristol Bay Telephone Cooperative, Inc.",02,797
160108,Bristol Tennessee Essential Services,Bristol Tennessee Essential Services,Bristol Tennessee Essential Services,47,65176
130161,Broadband Corp.,Broadband Corp,Broadband Corp,27,241455
900493,Broadband Heaven Inc,Broadband Heaven Inc,AirLogic Internet Services,17,1097808
900641,Broadband South,Broadband South,Main Street Broadband LLC,12,503544
190062,"Broadband VI, LLC","Broadband VI, LLC","Broadband VI, LLC",78,59201
900369,Broadband Wireless Internet (BBWI),"Haug Communications, Inc.",BroadBand Wireless Internet,20,28743
900374,Broadcomm.Us,Broadcomm.Us,Broadcomm.Us,48,545187
901010,Broadlinc Communications LLC,Broadlinc Communications LLC,Broadlinc Wireless,21,8733
130840,"Broadstripe, LLC",Anne Arundel Broadband,Anne Arundel Broadband,24,311740
130166,"Broadview Networks Holdings, Inc.","Broadview Networks Holdings, Inc","Broadview Networks, Inc",09,2146
130166,"Broadview Networks Holdings, Inc.","Broadview Networks Holdings, Inc.","Broadview Networks Holdings, Inc.",24,64149
130166,"Broadview Networks Holdings, Inc.",Broadview Networks Inc,Broadview Networks Inc,44,502750
130166,"Broadview Networks Holdings, Inc.","Broadview Networks, Inc.","Broadview Networks, Inc.",10,21838
130166,"Broadview Networks Holdings, Inc.","Broadview Networks, Inc.","Broadview Networks, Inc.",11,591629
900753,Broadwaves,Broadwaves,Broadwaves,48,38892
900907,Broadway Broadband,Broadway Broadband,Broadway Broadband,18,83879
130168,Broken Bow TV Cable,Broken Bow TV Cable,Broken Bow Cable,40,8077
130169,Brooklyn Mutual Telecommunications Cooperative,Brooklyn Mutual Telecommunications Cooperative,Brooklyn Mutual Telecommunications Cooperative,19,2757
200009,Brookwood Ventures LLC,Brookwood Ventures LLC,Brookwood Ventures LLC,24,18563
900754,Brown Dog Networks,Brown Dog Networks,Brown Dog Networks,29,1894424
130170,"Bruce Telephone Company, Inc.","Bruce Telephone Company, Inc.",BruceTel Communications LLC,55,2353
130170,"Bruce Telephone Company, Inc.","Bruce Telephone Company, Inc.","Bruce Telephone Company, Inc.",28,6964
130171,Bryan Family Inc.,Pinnacles Telephone Co.,Pinnacles Telephone Co.,06,329
240012,Bryan Municipal Light & Water Utilities,Bryan Municipal Utilities,Bryan Municipal Utilities,39,19672
130172,Bspeedy Wireless,Bspeedy Wireless Inc,Bspeedy Wireless Inc,17,29776
900091,BTInet,BTInet,BTInet,38,16011
150225,Buckland Telephone Co.,Buckland Telephone Company,BTC Communications,39,2162
900908,Buffalo Cable Television,Buffalo Cable Television,Buffalo Cable Television,48,3409
150227,"Buford Media Group, LLC","Buford Media Group, LLC",Alliance Communications Network,48,30225
130175,Buggs Island Telephone Cooperative,Buggs Island Telephone Cooperative,BIT Communications,51,524
900746,Bug Tussel Wireless,Bug Tussel Wireless,"Bug Tussel Wireless, LLC",55,179572
200010,"Bulldog Cable Georgia, LLC","Bulldog Cable Georgia, LLC","Bulldog Cable Georgia, LLC",13,12828
130176,"Bulloch County Rural Telephone Cooperative, Inc.","Bulloch County Rural Telephone Cooperative, Inc.","Bulloch County Rural Telephone Cooperative, Inc.",13,42591
250023,"Burcham Solutions, LLC","Burcham Solutions, LLC",Deep East Texas Communications,48,10865
190066,Burlington Telecom,City of Burlington,Burlington Telecom,50,38546
130179,Butler-Bremer Mutual Telephone Company,Butler-Bremer Mutual Telephone Company,Butler-Bremer Communications,19,8064
130179,Butler-Bremer Mutual Telephone Company,"Shell Rock Communications, Inc.",Butler-Bremer Communications,19,2586
900313,"Butler Telephone Company, Inc.","Butler Telephone Company, Inc.",TDS,01,9663
130114,BW Telcom,Benkelman Telephone Company,BWTelcom,20,40
130114,BW Telcom,Benkelman Telephone Company Inc,BWTelcom,31,1488
130114,BW Telcom,Hartman Telephone Exchanges,BWTelcom,20,61
130114,BW Telcom,"Hartman Telephone Exchanges, Inc.","Hartman Telephone Exchanges, Inc.",31,641
130114,BW Telcom,Wauneta Telephone Company,Wauneta Telephone Company,31,1075
220012,BySky Inc.,"BySky, Inc.","BySky, Inc.",08,140406
140018,CableAmerica,CableAmerica,"Cable America Missouri, LLC",29,55118
140018,CableAmerica,"Cable America Michigan, LLC",Cable America,26,1623
190069,"Cable Communications of Willsboro, Inc.","Cable Communications of Willsboro, Inc.",Cable Communications of Willsboro,36,1816
190071,Cable Co-Op,"Cable Co-op, Inc.",Oberlin.net,39,9715
130183,"Cable One, Inc.",Cable One,Cable One,01,115431
130183,"Cable One, Inc.",Cable One,Cable One,28,589376
130183,"Cable One, Inc.",Cable One,Cable One,40,279009
130183,"Cable One, Inc.",Cable One,Cable One,46,6813
130183,"Cable One, Inc.",Cable One,Cable One,53,20863
130183,"Cable One, Inc.",Cable One,Cable ONE,22,4380
130183,"Cable One, Inc.",Cable ONE,Cable ONE,05,38690
130183,"Cable One, Inc.",Cable ONE,Cable ONE,16,1033432
130183,"Cable One, Inc.",Cable ONE,Cable ONE,19,88763
130183,"Cable One, Inc.",Cable ONE,Cable ONE,20,59557
130183,"Cable One, Inc.",Cable ONE,Cable ONE,27,45134
130183,"Cable One, Inc.",Cable ONE,Cable ONE,29,101899
130183,"Cable One, Inc.",Cable ONE,Cable ONE,41,18940
130183,"Cable One, Inc.",Cable ONE,Cable ONE,47,30336
130183,"Cable One, Inc.",Cable One Inc,Cable One,04,266968
130183,"Cable One, Inc.",Cable One Inc.,Cable One Inc.,38,138553
130183,"Cable One, Inc.","Cable One, Inc.",Cable One,31,58718
130183,"Cable One, Inc.","Cable One, Inc.",Cable ONE,35,152848
130183,"Cable One, Inc.","Cable ONE, Inc.",Cable ONE,48,372750
130184,"Cable Services, Inc.",Cable Services Inc.,Cable Services Inc.,38,22101
900579,"CableSouth Media III, LLC","CableSouth Media III, LLC","CableSouth Media III, LLC",05,9598
900579,"CableSouth Media III, LLC","CableSouth Media III, LLC",Media3,22,12359
900377,"CableSuite 541, Inc","CableSuite 541, Inc.","CableSuite 541, Inc.",39,12970
901011,Cable TV of Belzoni,Cable TV of Belzoni,"Cable TV Of Belzoni, Inc",28,2123
130189,Calaveras Telephone Company,CALTEL CONNECTIONS,CALAVERAS INTERNET,06,11004
220014,CalDSL,"Zinnia Networks, Inc.",CalDSL,06,10654
190073,"California Oregon Broadcasting, Inc.",Crestview Cable,Crestview Cable Communications,41,40634
150231,California RSA #3 Ltd Partnership,California RSA No 3,Golden State Cellular,06,118716
900909,"Call Rich, Inc.","Call Rich, Inc.",CNY Wireless,36,133413
270020,"Cal.net, Inc.",Cal.net,Cal.net,06,139253
240014,"CalNeva Broadband, LLC","CalNeva Broadband, LLC",CalNeva Broadband,32,10876
240014,"CalNeva Broadband, LLC","CALNEVA BROADBAND,LLC","CALNEVA BROADBAND,LLC",06,280
130192,"Cambridge TelCom, Inc.","Cambridge TelCom Services, Inc.","Cambridge TelCom Services, Inc.",17,577
